report_id,date,site,department,report_type,narrative,sif_label,lsr_ground_truth
RPT-2024-0176,2024-09-13,Guwahati Terminal,Wellhead Services,Near Miss,Technician climbed a 6-metre ladder to access a flare tip without a buddy or fall arrest system. Ladder was not secured at the top. Worker fell 3 metres when the ladder slipped. The area was poorly lit.,1,Working at Height
RPT-2025-0396,2025-02-19,Barauni Pipeline,Pipeline Maintenance,Unsafe Condition,Static discharge grounding strap missing from tanker loading bay. Replacement sourced.,0,None
RPT-2023-0067,2023-07-02,Dibrugarh Drilling,Drilling Operations,Unsafe Act,"Worker entered a confined drain sump to retrieve a tool. No permit was obtained, no standby man assigned, and no gas test was carried out. Worker lost consciousness due to oxygen deficiency inside. Shift handover had just occurred.",1,Confined Space
RPT-2025-0173,2025-05-23,Sibsagar Wellhead,Pipeline Maintenance,Unsafe Act,A 20kg tool bag was dropped from a scaffolding platform at 8 metres height while handing over tools. A worker below was struck on the shoulder despite a hard-hat area being declared. No tool tethering or toe-boards were installed on the platform. Supervision was absent at the time.,1,Line of Fire
RPT-2024-0146,2024-09-29,Sibsagar Wellhead,Civil Engineering,Near Miss,Relief valve on a compressor was found to have been wired shut with lock wire. Compressor pressure exceeded safety valve set-point by 30%. No authorisation had been obtained. Shift handover had just occurred.,1,Bypassing Safety Controls
RPT-2023-0321,2023-05-09,Guwahati Terminal,Pipeline Maintenance,Unsafe Condition,Static discharge grounding strap missing from tanker loading bay. Replacement sourced.,0,None
RPT-2025-0300,2025-04-22,Numaligarh Refinery,HSSE Department,Unsafe Act,Waste segregation not followed — non-hazardous waste disposed in hazardous bin.,0,None
RPT-2023-0367,2023-11-21,Sibsagar Wellhead,Mechanical Maintenance,Unsafe Condition,Minor paint defect on handrail — does not affect structural integrity. Cosmetic repair scheduled.,0,None
RPT-2025-0109,2025-05-22,Barauni Pipeline,Pipeline Maintenance,Unsafe Condition,Painter was working from a makeshift platform of oil drums stacked 4 metres high without any fall protection. No scaffold inspection was done. Platform collapsed injuring the worker. Shift handover had just occurred.,1,Working at Height
RPT-2025-0387,2025-04-26,Digboi Pumping Station,Mechanical Maintenance,Unsafe Act,Fire exit sign lamp found to be non-functional in Block C. Maintenance work order raised.,0,None
RPT-2024-0354,2024-06-29,Sibsagar Wellhead,HSSE Department,Unsafe Condition,Worker observed not wearing hi-vis vest in a designated PPE zone. Verbal warning issued.,0,None
RPT-2023-0204,2023-03-04,Sibsagar Wellhead,Electrical Maintenance,Unsafe Condition,Fire exit sign lamp found to be non-functional in Block C. Maintenance work order raised.,0,None
RPT-2023-0274,2023-08-16,Sibsagar Wellhead,Mechanical Maintenance,Near Miss,Calibration sticker found expired on pressure gauge PG-214. Instrument sent for calibration.,0,None
RPT-2023-0473,2023-11-05,Dibrugarh Drilling,Civil Engineering,Unsafe Act,Safety notice board in accommodation camp found to have outdated evacuation map. Updated.,0,None
RPT-2023-0398,2023-03-05,Barauni Pipeline,Refinery Operations,Unsafe Act,Static discharge grounding strap missing from tanker loading bay. Replacement sourced.,0,None
RPT-2025-0369,2025-04-18,Guwahati Terminal,Refinery Operations,Unsafe Act,Office ergonomics issue — monitor at incorrect height causing neck strain. Adjusted.,0,None
RPT-2024-0418,2024-11-07,Barauni Pipeline,Electrical Maintenance,Unsafe Act,Housekeeping issue in the tool store — tools not returned to designated racks after shift.,0,None
RPT-2025-0002,2025-01-28,Jorhat Well Pad,Electrical Maintenance,Unsafe Act,Maintenance team entered a heat exchanger shell for tube plugging without completing the atmospheric test. Entry was made with an invalid permit. Gas monitor alarm was found to be defective. The job was being rushed to meet a deadline.,1,Confined Space
RPT-2023-0168,2023-06-29,Jorhat Well Pad,Electrical Maintenance,Near Miss,"Oxy-acetylene cutting was carried out in a compressor shed. The fire extinguisher nearby was found empty. No hot work permit, no gas test, and no fire watch. Shed had poor ventilation. The area was poorly lit.",1,Hot Work
RPT-2024-0414,2024-08-31,Duliajan Field,Civil Engineering,Unsafe Condition,Housekeeping issue in the tool store — tools not returned to designated racks after shift.,0,None
RPT-2024-0233,2024-06-29,Barauni Pipeline,Mechanical Maintenance,Unsafe Act,Oil spill of approximately 2 litres observed near pump P-101. Absorbent material deployed and cleaned.,0,None
RPT-2024-0189,2024-02-02,Sibsagar Wellhead,Mechanical Maintenance,Near Miss,Fire and gas detector was found to have been inhibited for 72 hours without a formal bypass permit. A gas leak occurred during the inhibited period and was not detected for over 2 hours. The area was poorly lit.,1,Bypassing Safety Controls
RPT-2025-0478,2025-04-03,Guwahati Terminal,Civil Engineering,Unsafe Act,Warning sign at acid storage area faded and illegible. New sign printed and installed.,0,None
RPT-2024-0333,2024-03-26,Digboi Pumping Station,Civil Engineering,Unsafe Condition,"Worker tripped on threshold at workshop entrance. Minor bruising, no lost time. Area marked.",0,None
RPT-2024-0207,2024-10-10,Guwahati Terminal,Electrical Maintenance,Incident,Static discharge grounding strap missing from tanker loading bay. Replacement sourced.,0,None
RPT-2024-0048,2024-11-18,Dibrugarh Drilling,Civil Engineering,Unsafe Condition,"Electrical team started de-cabling a switchgear without a work permit. No JSA was conducted. An energised cable was cut, causing an arc flash and injuring the electrician's eyes. The area was poorly lit.",1,Work Authorisation
RPT-2023-0039,2023-04-06,Barauni Pipeline,Refinery Operations,Unsafe Condition,Fire and gas detector was found to have been inhibited for 72 hours without a formal bypass permit. A gas leak occurred during the inhibited period and was not detected for over 2 hours.,1,Bypassing Safety Controls
RPT-2023-0232,2023-01-08,Sibsagar Wellhead,Electrical Maintenance,Unsafe Act,Drip tray under sampling point full — oil beginning to overflow. Emptied and disposal arranged.,0,None
RPT-2024-0193,2024-10-22,Guwahati Terminal,Drilling Operations,Unsafe Condition,Lifting operation was performed without a valid lifting plan or pre-lift inspection of rigging gear. The shackle pin was found to be unscrewed partway through the lift. Load dropped 2 metres. Worker was new to the site.,1,Safe Mechanical Lifting
RPT-2024-0385,2024-10-25,Dibrugarh Drilling,Refinery Operations,Unsafe Act,"Worker tripped on threshold at workshop entrance. Minor bruising, no lost time. Area marked.",0,None
RPT-2024-0476,2024-08-31,Barauni Pipeline,Civil Engineering,Unsafe Act,Entrance light to pump room not working — torches being used. Light repaired within 4 hours.,0,None
RPT-2023-0472,2023-09-06,Numaligarh Refinery,Electrical Maintenance,Unsafe Act,Minor paint defect on handrail — does not affect structural integrity. Cosmetic repair scheduled.,0,None
RPT-2024-0424,2024-07-24,Numaligarh Refinery,Electrical Maintenance,Unsafe Act,Portable ladder found stored horizontally on the ground instead of secured vertical rack.,0,None
RPT-2023-0382,2023-04-20,Guwahati Terminal,HSSE Department,Unsafe Condition,Portable extinguisher inspection tag overdue by 3 days. Inspected and tagged.,0,None
RPT-2024-0202,2024-06-09,Jorhat Well Pad,Civil Engineering,Unsafe Condition,"Worker reported minor cut on index finger from sharp file edge. First aid provided, no LTI.",0,None
RPT-2024-0350,2024-05-27,Duliajan Field,Drilling Operations,Unsafe Act,"Worker tripped on threshold at workshop entrance. Minor bruising, no lost time. Area marked.",0,None
RPT-2025-0165,2025-02-17,Jorhat Well Pad,Civil Engineering,Unsafe Act,Night shift crew continued a job beyond scope of original permit without re-authorization. Additional isolations needed were not applied. A near-fatal incident occurred from unexpected energy release.,1,Work Authorisation
RPT-2024-0075,2024-03-28,Sibsagar Wellhead,Wellhead Services,Near Miss,A 5-tonne BOP was lifted using a crane with a rated capacity of 4 tonnes. No lift plan had been prepared. The crane wire parted under the overload and the BOP fell onto the wellhead structure. Supervision was absent at the time.,1,Safe Mechanical Lifting
RPT-2024-0128,2024-01-25,Sibsagar Wellhead,Civil Engineering,Unsafe Condition,"During pig launching from a pipeline, a worker stood directly in front of the launcher barrel. The pig was ejected unexpectedly due to a valve sequencing error, narrowly missing the worker. Worker was new to the site.",1,Line of Fire
RPT-2025-0068,2025-01-16,Guwahati Terminal,Electrical Maintenance,Near Miss,Night shift crew continued a job beyond scope of original permit without re-authorization. Additional isolations needed were not applied. A near-fatal incident occurred from unexpected energy release. Shift handover had just occurred.,1,Work Authorisation
RPT-2023-0065,2023-01-25,Barauni Pipeline,Electrical Maintenance,Unsafe Condition,"During pig launching from a pipeline, a worker stood directly in front of the launcher barrel. The pig was ejected unexpectedly due to a valve sequencing error, narrowly missing the worker. The area was poorly lit.",1,Line of Fire
RPT-2023-0142,2023-11-25,Jorhat Well Pad,Refinery Operations,Unsafe Condition,Workers broke into a pressurised line without waiting for permit approval. The supervisor had verbally approved the work but no written permit was raised. An injury resulted from a sudden release of pressure. Shift handover had just occurred.,1,Work Authorisation
RPT-2023-0329,2023-03-25,Duliajan Field,HSSE Department,Unsafe Condition,Vehicle check-list not signed by driver before departure. Driver reminded of pre-trip inspection requirement.,0,None
RPT-2023-0211,2023-11-17,Digboi Pumping Station,Mechanical Maintenance,Unsafe Condition,Worn PPE — gloves with minor tear in use. Worker issued replacement gloves.,0,None
RPT-2024-0395,2024-01-18,Digboi Pumping Station,Civil Engineering,Near Miss,Portable ladder found stored horizontally on the ground instead of secured vertical rack.,0,None
RPT-2024-0049,2024-04-14,Jorhat Well Pad,Pipeline Maintenance,Near Miss,Worker entered a crude oil storage tank for inspection without conducting atmospheric testing. H2S concentration inside was later measured at 45 ppm — well above the IDLH of 10 ppm. No standby man was present and rescue equipment was not available at the entry point.,1,Confined Space
RPT-2023-0264,2023-05-15,Digboi Pumping Station,Refinery Operations,Unsafe Act,"Worker reported minor cut on index finger from sharp file edge. First aid provided, no LTI.",0,None
RPT-2024-0137,2024-07-06,Sibsagar Wellhead,Civil Engineering,Unsafe Act,Painter was working from a makeshift platform of oil drums stacked 4 metres high without any fall protection. No scaffold inspection was done. Platform collapsed injuring the worker. Worker was new to the site.,1,Working at Height
RPT-2023-0363,2023-06-27,Sibsagar Wellhead,Mechanical Maintenance,Unsafe Condition,Worker spotted without safety glasses while using angle grinder — no active contact with sparks.,0,None
RPT-2024-0149,2024-02-22,Jorhat Well Pad,Wellhead Services,Incident,Technician began removing flange bolts on a live 6-inch process line without verifying isolation. Line was still pressurised at 42 bar. Valve isolation had not been completed and LOTO was not applied. Worker narrowly avoided a pressure release when a colleague intervened. Permit to work was present but isolation steps were skipped. Worker was new to the site.,1,Energy Isolation
RPT-2023-0376,2023-01-06,Numaligarh Refinery,Electrical Maintenance,Unsafe Condition,Minor leak from pump mechanical seal — drip rate 2 drops/minute. Defect raised for next maintenance window.,0,None
RPT-2023-0166,2023-02-17,Guwahati Terminal,Drilling Operations,Unsafe Condition,"Workers were removing corrugated roofing sheets on an elevated processing shed. No harnesses, no edge protection, and no safety net. One worker stepped on a fragile sheet and fell through to the floor below.",1,Working at Height
RPT-2025-0370,2025-01-01,Jorhat Well Pad,Mechanical Maintenance,Near Miss,Worker spotted without safety glasses while using angle grinder — no active contact with sparks.,0,None
RPT-2023-0372,2023-10-05,Dibrugarh Drilling,Refinery Operations,Unsafe Act,Stacked materials in laydown area exceeded maximum stacking height. Re-stacked to safe height.,0,None
RPT-2023-0420,2023-12-19,Digboi Pumping Station,Mechanical Maintenance,Unsafe Condition,Calibration sticker found expired on pressure gauge PG-214. Instrument sent for calibration.,0,None
RPT-2023-0144,2023-11-28,Jorhat Well Pad,Electrical Maintenance,Incident,A 5-tonne BOP was lifted using a crane with a rated capacity of 4 tonnes. No lift plan had been prepared. The crane wire parted under the overload and the BOP fell onto the wellhead structure. Shift handover had just occurred.,1,Safe Mechanical Lifting
RPT-2023-0273,2023-10-07,Sibsagar Wellhead,Refinery Operations,Near Miss,Waste segregation not followed — non-hazardous waste disposed in hazardous bin.,0,None
RPT-2023-0338,2023-10-25,Digboi Pumping Station,Electrical Maintenance,Unsafe Act,Safety notice board in accommodation camp found to have outdated evacuation map. Updated.,0,None
RPT-2023-0292,2023-02-07,Dibrugarh Drilling,Wellhead Services,Unsafe Act,Drinking water container near wellhead pad found without lid. Replaced with lidded container.,0,None
RPT-2023-0031,2023-03-11,Duliajan Field,Mechanical Maintenance,Unsafe Act,"Pipeline isolation valve was found in open position during a hydro-test operation. Zero energy verification was not performed. Pressure surged to 80 bar in a supposedly isolated section, causing a flange gasket to blow out. The area was poorly lit.",1,Energy Isolation
RPT-2023-0439,2023-06-23,Numaligarh Refinery,Civil Engineering,Unsafe Act,Portable extinguisher inspection tag overdue by 3 days. Inspected and tagged.,0,None
RPT-2023-0479,2023-05-20,Dibrugarh Drilling,Mechanical Maintenance,Unsafe Condition,Drinking water container near wellhead pad found without lid. Replaced with lidded container.,0,None
RPT-2024-0404,2024-12-18,Jorhat Well Pad,Drilling Operations,Near Miss,Slippery patch of water found near canteen entrance. Wet floor sign placed and area mopped.,0,None
RPT-2025-0316,2025-03-23,Guwahati Terminal,Wellhead Services,Unsafe Act,Drinking water container near wellhead pad found without lid. Replaced with lidded container.,0,None
RPT-2024-0085,2024-10-03,Barauni Pipeline,HSSE Department,Unsafe Condition,Relief valve on a compressor was found to have been wired shut with lock wire. Compressor pressure exceeded safety valve set-point by 30%. No authorisation had been obtained. Supervision was absent at the time.,1,Bypassing Safety Controls
RPT-2024-0484,2024-12-26,Barauni Pipeline,Civil Engineering,Near Miss,Slippery patch of water found near canteen entrance. Wet floor sign placed and area mopped.,0,None
RPT-2023-0324,2023-06-18,Numaligarh Refinery,Mechanical Maintenance,Near Miss,Generator fuel cap found missing — temporary cap applied and procurement raised.,0,None
RPT-2023-0452,2023-03-26,Sibsagar Wellhead,Electrical Maintenance,Unsafe Condition,"Worker tripped on threshold at workshop entrance. Minor bruising, no lost time. Area marked.",0,None
RPT-2025-0180,2025-06-16,Guwahati Terminal,HSSE Department,Incident,Welder commenced cutting operations on a pipeline section adjacent to an active flare stack. No hot work permit was issued for the zone. Gas detector readings were not taken before work began. A flash fire occurred when escaping gas ignited from the welding sparks. Worker was new to the site.,1,Hot Work
RPT-2023-0302,2023-06-20,Sibsagar Wellhead,Mechanical Maintenance,Unsafe Condition,Contractor vehicle observed speeding at 55 km/h in 40 km/h zone. Driver spoken to.,0,None
RPT-2025-0108,2025-04-07,Sibsagar Wellhead,Civil Engineering,Unsafe Condition,Painter was working from a makeshift platform of oil drums stacked 4 metres high without any fall protection. No scaffold inspection was done. Platform collapsed injuring the worker. Worker was new to the site.,1,Working at Height
RPT-2023-0122,2023-10-08,Duliajan Field,Drilling Operations,Near Miss,Fire and gas detector was found to have been inhibited for 72 hours without a formal bypass permit. A gas leak occurred during the inhibited period and was not detected for over 2 hours. The area was poorly lit.,1,Bypassing Safety Controls
RPT-2024-0431,2024-02-11,Barauni Pipeline,Mechanical Maintenance,Near Miss,Drip tray under sampling point full — oil beginning to overflow. Emptied and disposal arranged.,0,None
RPT-2024-0225,2024-09-02,Jorhat Well Pad,Drilling Operations,Unsafe Act,"Worker reported minor cut on index finger from sharp file edge. First aid provided, no LTI.",0,None
RPT-2023-0045,2023-03-12,Jorhat Well Pad,Wellhead Services,Unsafe Condition,Two workers descended into a wet sump to clear a blockage. No confined space permit was obtained. Oxygen levels inside measured at 14% — dangerously below the 19.5% minimum. One worker began feeling dizzy and had to be pulled out. The area was poorly lit.,1,Confined Space
RPT-2025-0448,2025-04-14,Guwahati Terminal,HSSE Department,Near Miss,Waste segregation not followed — non-hazardous waste disposed in hazardous bin.,0,None
RPT-2024-0461,2024-09-01,Digboi Pumping Station,Mechanical Maintenance,Unsafe Act,Minor paint defect on handrail — does not affect structural integrity. Cosmetic repair scheduled.,0,None
RPT-2024-0401,2024-03-01,Sibsagar Wellhead,Drilling Operations,Unsafe Condition,Entrance light to pump room not working — torches being used. Light repaired within 4 hours.,0,None
RPT-2025-0375,2025-01-04,Sibsagar Wellhead,Pipeline Maintenance,Unsafe Condition,Minor oil stain on walkway near compressor shed. Area barricaded and cleaned.,0,None
RPT-2023-0438,2023-09-21,Sibsagar Wellhead,Civil Engineering,Unsafe Condition,Contractor vehicle observed speeding at 55 km/h in 40 km/h zone. Driver spoken to.,0,None
RPT-2023-0127,2023-09-12,Jorhat Well Pad,Electrical Maintenance,Near Miss,"Workers were removing corrugated roofing sheets on an elevated processing shed. No harnesses, no edge protection, and no safety net. One worker stepped on a fragile sheet and fell through to the floor below.",1,Working at Height
RPT-2023-0390,2023-12-04,Dibrugarh Drilling,Drilling Operations,Unsafe Act,Worn PPE — gloves with minor tear in use. Worker issued replacement gloves.,0,None
RPT-2023-0471,2023-10-26,Digboi Pumping Station,Electrical Maintenance,Near Miss,Low tyre pressure observed on field vehicle FV-047. Tyre inflated to specification.,0,None
RPT-2025-0218,2025-05-17,Jorhat Well Pad,Mechanical Maintenance,Near Miss,Worn PPE — gloves with minor tear in use. Worker issued replacement gloves.,0,None
RPT-2023-0112,2023-10-14,Dibrugarh Drilling,Drilling Operations,Near Miss,Worker climbed to the top of a 12-metre storage tank to inspect vent valves without wearing a safety harness. There were no guardrails on the tank roof. Wind speed was 35 km/h. Worker lost footing and was saved by another worker grabbing his arm. Shift handover had just occurred.,1,Working at Height
RPT-2025-0280,2025-05-05,Numaligarh Refinery,Electrical Maintenance,Unsafe Act,Office ergonomics issue — monitor at incorrect height causing neck strain. Adjusted.,0,None
RPT-2023-0226,2023-02-20,Jorhat Well Pad,HSSE Department,Unsafe Condition,Waste oil drum stored without bung cap in laydown area. Cap fitted and drum moved to bunded area.,0,None
RPT-2023-0022,2023-01-04,Dibrugarh Drilling,Refinery Operations,Near Miss,Welding on a wellhead Christmas tree was started before completing the mandatory gas test. Flammable vapours were present from a leaking valve. An explosion occurred injuring two workers. Supervision was absent at the time.,1,Hot Work
RPT-2025-0278,2025-04-29,Sibsagar Wellhead,Refinery Operations,Near Miss,Minor leak from pump mechanical seal — drip rate 2 drops/minute. Defect raised for next maintenance window.,0,None
RPT-2025-0466,2025-01-27,Digboi Pumping Station,Mechanical Maintenance,Unsafe Act,Waste segregation not followed — non-hazardous waste disposed in hazardous bin.,0,None
RPT-2024-0279,2024-04-04,Duliajan Field,Pipeline Maintenance,Unsafe Act,Portable ladder found stored horizontally on the ground instead of secured vertical rack.,0,None
RPT-2025-0138,2025-01-22,Guwahati Terminal,HSSE Department,Unsafe Act,"During scheduled maintenance on a pump, operator started the motor remotely while another worker had hands inside the rotating assembly. No lockout was applied. Worker's fingers were caught in the impeller. Supervision was absent at the time.",1,Energy Isolation
RPT-2024-0449,2024-01-18,Digboi Pumping Station,Civil Engineering,Unsafe Condition,Generator fuel cap found missing — temporary cap applied and procurement raised.,0,None
RPT-2024-0294,2024-04-29,Dibrugarh Drilling,Drilling Operations,Near Miss,Drinking water container near wellhead pad found without lid. Replaced with lidded container.,0,None
RPT-2023-0058,2023-02-06,Guwahati Terminal,Refinery Operations,Unsafe Condition,Grinding work was performed within 15 metres of an open hydrocarbon drain without a hot work permit. No fire watcher was assigned. A spark ignited a pool of oil on the ground causing a small fire. Worker was new to the site.,1,Hot Work
RPT-2025-0423,2025-04-05,Sibsagar Wellhead,Drilling Operations,Unsafe Condition,Calibration sticker found expired on pressure gauge PG-214. Instrument sent for calibration.,0,None
RPT-2024-0282,2024-10-16,Sibsagar Wellhead,Pipeline Maintenance,Unsafe Act,Hard hat strap broken on worker entering site — replaced at gate before entry.,0,None
RPT-2023-0389,2023-01-07,Dibrugarh Drilling,Electrical Maintenance,Unsafe Act,Minor paint defect on handrail — does not affect structural integrity. Cosmetic repair scheduled.,0,None
RPT-2023-0379,2023-06-29,Digboi Pumping Station,Refinery Operations,Near Miss,Oil spill of approximately 2 litres observed near pump P-101. Absorbent material deployed and cleaned.,0,None
RPT-2024-0445,2024-07-02,Dibrugarh Drilling,Drilling Operations,Unsafe Condition,Waste oil drum stored without bung cap in laydown area. Cap fitted and drum moved to bunded area.,0,None
RPT-2023-0087,2023-06-04,Barauni Pipeline,Electrical Maintenance,Near Miss,Two workers descended into a wet sump to clear a blockage. No confined space permit was obtained. Oxygen levels inside measured at 14% — dangerously below the 19.5% minimum. One worker began feeling dizzy and had to be pulled out. The area was poorly lit.,1,Confined Space
RPT-2024-0405,2024-04-28,Duliajan Field,HSSE Department,Unsafe Condition,Minor oil stain on walkway near compressor shed. Area barricaded and cleaned.,0,None
RPT-2025-0412,2025-06-15,Jorhat Well Pad,Drilling Operations,Near Miss,Calibration sticker found expired on pressure gauge PG-214. Instrument sent for calibration.,0,None
RPT-2024-0116,2024-07-20,Guwahati Terminal,Electrical Maintenance,Incident,Lifting operation was performed without a valid lifting plan or pre-lift inspection of rigging gear. The shackle pin was found to be unscrewed partway through the lift. Load dropped 2 metres. Supervision was absent at the time.,1,Safe Mechanical Lifting
RPT-2025-0141,2025-04-13,Sibsagar Wellhead,Pipeline Maintenance,Near Miss,Night shift crew continued a job beyond scope of original permit without re-authorization. Additional isolations needed were not applied. A near-fatal incident occurred from unexpected energy release. The job was being rushed to meet a deadline.,1,Work Authorisation
RPT-2023-0017,2023-09-27,Digboi Pumping Station,Electrical Maintenance,Unsafe Condition,Safety guard on a rotating coupling was removed to allow a running check and not replaced. Worker's sleeve caught on the exposed shaft causing a degloving injury. Worker was new to the site.,1,Bypassing Safety Controls
RPT-2023-0150,2023-05-01,Numaligarh Refinery,Civil Engineering,Incident,"Worker entered a confined drain sump to retrieve a tool. No permit was obtained, no standby man assigned, and no gas test was carried out. Worker lost consciousness due to oxygen deficiency inside. Supervision was absent at the time.",1,Confined Space
RPT-2023-0113,2023-09-05,Digboi Pumping Station,Civil Engineering,Near Miss,A 20kg tool bag was dropped from a scaffolding platform at 8 metres height while handing over tools. A worker below was struck on the shoulder despite a hard-hat area being declared. No tool tethering or toe-boards were installed on the platform.,1,Line of Fire
RPT-2024-0016,2024-04-14,Numaligarh Refinery,HSSE Department,Unsafe Act,"Electrical team started de-cabling a switchgear without a work permit. No JSA was conducted. An energised cable was cut, causing an arc flash and injuring the electrician's eyes. The job was being rushed to meet a deadline.",1,Work Authorisation
RPT-2023-0290,2023-12-13,Numaligarh Refinery,Civil Engineering,Incident,Minor leak from pump mechanical seal — drip rate 2 drops/minute. Defect raised for next maintenance window.,0,None
RPT-2024-0043,2024-08-16,Duliajan Field,Mechanical Maintenance,Unsafe Act,"Worker was standing in the line of fire while a hydraulic hose was being pressurised. The hose connection failed at 120 bar, ejecting the fitting at high velocity past the worker's face. No exclusion zone had been established.",1,Line of Fire
RPT-2024-0407,2024-04-04,Digboi Pumping Station,Electrical Maintenance,Unsafe Act,Portable extinguisher inspection tag overdue by 3 days. Inspected and tagged.,0,None
RPT-2025-0406,2025-02-23,Digboi Pumping Station,Mechanical Maintenance,Incident,Drip tray under sampling point full — oil beginning to overflow. Emptied and disposal arranged.,0,None
RPT-2023-0228,2023-04-27,Guwahati Terminal,Electrical Maintenance,Unsafe Act,Stacked materials in laydown area exceeded maximum stacking height. Re-stacked to safe height.,0,None
RPT-2024-0364,2024-09-16,Sibsagar Wellhead,Wellhead Services,Incident,Minor paint defect on handrail — does not affect structural integrity. Cosmetic repair scheduled.,0,None
RPT-2023-0213,2023-04-06,Digboi Pumping Station,Pipeline Maintenance,Unsafe Condition,Worn PPE — gloves with minor tear in use. Worker issued replacement gloves.,0,None
RPT-2025-0252,2025-01-01,Jorhat Well Pad,Refinery Operations,Unsafe Act,Handrail section loose on staircase to mezzanine floor. Work order raised for repair.,0,None
RPT-2025-0351,2025-04-03,Sibsagar Wellhead,Civil Engineering,Unsafe Act,Grease found on floor near lathe in maintenance workshop. Cleaned and root cause: lubrication over-applied.,0,None
RPT-2024-0210,2024-02-28,Guwahati Terminal,Civil Engineering,Unsafe Act,Fire exit sign lamp found to be non-functional in Block C. Maintenance work order raised.,0,None
RPT-2024-0254,2024-02-01,Digboi Pumping Station,Mechanical Maintenance,Unsafe Condition,Housekeeping issue in the tool store — tools not returned to designated racks after shift.,0,None
RPT-2025-0335,2025-01-21,Guwahati Terminal,Electrical Maintenance,Unsafe Act,Worn PPE — gloves with minor tear in use. Worker issued replacement gloves.,0,None
RPT-2023-0259,2023-11-14,Digboi Pumping Station,Mechanical Maintenance,Near Miss,Static discharge grounding strap missing from tanker loading bay. Replacement sourced.,0,None
RPT-2024-0288,2024-01-01,Jorhat Well Pad,Mechanical Maintenance,Unsafe Act,Fire exit sign lamp found to be non-functional in Block C. Maintenance work order raised.,0,None
RPT-2025-0459,2025-03-20,Jorhat Well Pad,Mechanical Maintenance,Unsafe Act,Waste oil drum stored without bung cap in laydown area. Cap fitted and drum moved to bunded area.,0,None
RPT-2024-0100,2024-04-29,Jorhat Well Pad,Wellhead Services,Near Miss,A crane wire sling failed while lifting a wellhead valve. The load fell 3 metres and struck a worker who was standing within the exclusion zone. The sling was past its rated inspection date. The area was poorly lit.,1,Line of Fire
RPT-2024-0070,2024-06-16,Barauni Pipeline,Mechanical Maintenance,Unsafe Condition,Night shift crew continued a job beyond scope of original permit without re-authorization. Additional isolations needed were not applied. A near-fatal incident occurred from unexpected energy release.,1,Work Authorisation
RPT-2025-0249,2025-03-21,Duliajan Field,Civil Engineering,Near Miss,Vehicle check-list not signed by driver before departure. Driver reminded of pre-trip inspection requirement.,0,None
RPT-2024-0005,2024-12-15,Digboi Pumping Station,Mechanical Maintenance,Unsafe Condition,Technician began removing flange bolts on a live 6-inch process line without verifying isolation. Line was still pressurised at 42 bar. Valve isolation had not been completed and LOTO was not applied. Worker narrowly avoided a pressure release when a colleague intervened. Permit to work was present but isolation steps were skipped. The area was poorly lit.,1,Energy Isolation
RPT-2024-0184,2024-01-13,Dibrugarh Drilling,Electrical Maintenance,Incident,"Worker entered a confined drain sump to retrieve a tool. No permit was obtained, no standby man assigned, and no gas test was carried out. Worker lost consciousness due to oxygen deficiency inside. Supervision was absent at the time.",1,Confined Space
RPT-2024-0028,2024-07-06,Barauni Pipeline,HSSE Department,Unsafe Condition,Night shift crew continued a job beyond scope of original permit without re-authorization. Additional isolations needed were not applied. A near-fatal incident occurred from unexpected energy release. The area was poorly lit.,1,Work Authorisation
RPT-2024-0318,2024-01-05,Guwahati Terminal,Civil Engineering,Near Miss,Low tyre pressure observed on field vehicle FV-047. Tyre inflated to specification.,0,None
RPT-2023-0486,2023-09-05,Dibrugarh Drilling,Refinery Operations,Unsafe Condition,Drip tray under sampling point full — oil beginning to overflow. Emptied and disposal arranged.,0,None
RPT-2024-0162,2024-09-30,Digboi Pumping Station,Pipeline Maintenance,Incident,Worker climbed to the top of a 12-metre storage tank to inspect vent valves without wearing a safety harness. There were no guardrails on the tank roof. Wind speed was 35 km/h. Worker lost footing and was saved by another worker grabbing his arm. Shift handover had just occurred.,1,Working at Height
RPT-2024-0475,2024-01-05,Dibrugarh Drilling,Wellhead Services,Unsafe Condition,Hard hat strap broken on worker entering site — replaced at gate before entry.,0,None
RPT-2024-0072,2024-02-17,Dibrugarh Drilling,Refinery Operations,Unsafe Act,Workers broke into a pressurised line without waiting for permit approval. The supervisor had verbally approved the work but no written permit was raised. An injury resulted from a sudden release of pressure. Shift handover had just occurred.,1,Work Authorisation
RPT-2023-0148,2023-01-30,Barauni Pipeline,Refinery Operations,Unsafe Condition,Worker was driving after a 14-hour shift showing clear signs of fatigue. Vehicle departed the road and struck a tree. Journey management plan had not been followed.,1,Driving
RPT-2025-0458,2025-05-04,Digboi Pumping Station,Mechanical Maintenance,Unsafe Act,Minor oil stain on walkway near compressor shed. Area barricaded and cleaned.,0,None
RPT-2023-0086,2023-10-06,Guwahati Terminal,Mechanical Maintenance,Incident,Technician climbed a 6-metre ladder to access a flare tip without a buddy or fall arrest system. Ladder was not secured at the top. Worker fell 3 metres when the ladder slipped. The area was poorly lit.,1,Working at Height
RPT-2023-0285,2023-07-11,Jorhat Well Pad,Mechanical Maintenance,Unsafe Act,Static discharge grounding strap missing from tanker loading bay. Replacement sourced.,0,None
RPT-2024-0443,2024-01-18,Duliajan Field,Civil Engineering,Unsafe Condition,Worker observed not wearing hi-vis vest in a designated PPE zone. Verbal warning issued.,0,None
